genes,SRR2973353,SRR2973354,SRR2973355,SRR2973356,SRR2973357,SRR2973358,SRR2973360,SRR2973361,SRR2973365,SRR2973366,SRR2973367,SRR2973368,SRR2973369,SRR2973386,SRR2973393,SRR2973396,SRR2973397,SRR2973400,SRR2973404,SRR2973409,SRR2973416,SRR2973417,SRR2973433
KCTD9,1.693302,24.991267,5.958182,1.92927,0,95.847716,24.409873,217.843402,0.991154,13.23881,0.157168,0.076471,9.988709,0.161228,0.76009,1.012781,6.826137,1.886784,6.234274,89.751125,0,0.324154,79.686747
KDELR1,32.594784,2.796446,0.291805,0,3.13253,61.934491,16.267232,45.81665,159.560759,25.657824,14.63695,83.8302,1.637039,1.447513,21.669287,33.057076,24.902894,40.006075,46.661169,13.264792,10.217975,14.176151,47.512734
KDELR2,46.996866,17.184671,11.513298,30.550448,114.13726,7.338761,38.158535,37.6222,126.393311,1.021336,15.469732,18.411419,75.527875,32.288234,10.239134,366.206459,73.863993,48.241215,384.735168,11.026998,70.616386,0,44.591401
KDM1A,21.825751,9.223731,89.735192,7.589276,9.046378,1.426543,111.004419,159.207771,0,104.041267,30.078623,0.289116,5.386789,23.408594,61.559779,43.000248,7.364836,0.948615,0,24.584619,17.399377,1.176824,12.872755
KDM1B,0.199237,0,3.097587,0.337239,0.237006,0.155486,0.21906,0.258055,1.053544,0.103803,5.059651,0,0.24242,3.910078,25.749834,3.917336,0.370928,0.086647,2.495023,0.10282,2.938715,0,0.19746
KDM2A,86.640982,95.873928,132.962533,30.215107,109.458642,225.961705,19.140342,302.209287,12.215706,9.94055,81.499332,75.737854,61.466715,54.720799,135.111311,81.062614,153.934501,130.878008,41.573901,12.958476,103.154253,8.02366,33.273234
KDM2B,11.172705,20.500192,1.037536,2.155905,1.682271,11.532205,0.558804,10.294142,3.725946,0.297262,1.594422,0,15.325962,2.145186,40.691936,0.393076,3.726641,8.880337,3.309189,14.179931,1.389638,0,22.440628
KDM3A,0,3.00071,69.056412,0,1.557315,286.097442,10.1008,81.306296,14.94642,1.777203,27.527632,84.417534,85.449221,18.165838,208.587738,94.452545,0.167537,26.048294,3.596495,1.584092,317.026649,0.056307,94.610778
KDM3B,8.616012,56.319467,16.206156,0.980062,1.05245,225.514684,1.372455,0.780223,109.687656,4.085344,56.819577,0,33.559104,25.849919,201.466915,213.613521,1.957833,4.30077,25.19484,25.252666,0,0,54.108464
KDM4A,1.53486,0.399322,0,0,5.028677,14.27962,1.779801,0,62.885271,13.740305,0,2.143249,13.145423,11.666318,45.215258,0.419104,0.779693,1.502283,1.50852,0,0.173801,0,0
KDM4B,0.518946,40.258792,2.817479,1.706111,0.204173,1.379488,0.525738,92.996516,0.10862,4.119268,31.224615,0.624336,0.154993,20.846177,5.485321,15.062898,0,0.229161,3.841708,2.2949,47.634374,0.073277,1.220827
KDM4C,438.486147,0,15.309224,323.129792,60.249537,579.652823,95.830822,40.701341,97.54977,550.667077,0.909249,1317.182338,0.12135,0.61132,3.505758,8.962252,0.220252,0.25099,91.674256,0,13.423259,0,0
KDM5A,165.463483,12.651137,72.948341,247.724305,19.238863,6.943129,95.886161,127.097445,73.360065,4.381309,13.0655,116.285634,56.062205,23.071731,208.618526,93.099175,11.863394,86.384019,159.173791,49.355197,50.385303,5.428415,0.21962
KDM5B,176.574393,364.065006,198.471778,1.478033,131.681313,174.315188,6.329522,45.921117,22.969162,15.340363,47.384528,58.84578,125.384554,298.035124,83.447137,1.748476,164.480254,24.901713,66.76922,88.822501,41.772656,0.762522,1.791007
KDM5C,5.649012,9.261778,0,3.784671,1.4983,0.223973,28.517124,36.95047,0,0.954392,0,8.154722,8.687069,3.126123,0.278999,3.078104,4.22026,0.057291,4.471505,11.217751,4.132361,0,13.714563
KDM6A,234.311875,190.4683,1.377282,123.450266,14.057246,0,34.273261,6.351379,130.297347,0.410686,3.101054,2.819938,50.910783,18.21511,45.78376,58.263239,36.013382,51.043769,46.045812,7.920462,63.661306,0,2.272757
KDM6B,0,8.255053,1.051485,0.104011,4.624029,0.936191,0.159681,1.404401,0.103805,0,0,0.129446,2.068609,4.855472,0.111881,0.202369,0.350824,0.081921,5.774292,0.654085,1.498704,0,0
KDM7A,0,0.131895,0.190508,0,0.277318,0.110542,0.035009,98.542973,0,0,0,0,0,0.08538,0.174114,45.532335,1.239161,0.437549,0.07609,0,2.284089,0,0
KDSR,5.334766,2.00419,27.467639,3.496485,21.222416,3.353511,49.25787,68.598825,65.1309,2.133238,30.931329,317.07191,71.10313,25.38817,39.253825,9.716529,1.434066,3.321779,228.986569,27.913093,3.504893,16.775483,65.357031
KEAP1,24.62588,5.28182,78.856632,3.034015,0,56.64579,0,0,1.594696,6.319518,11.755519,0,0.177189,87.371735,37.575829,30.34131,15.775255,0,5.676753,4.752068,11.352969,1.84157,13.923991
KHDC1,0,0.920056,11.143891,0,1.618371,0.172209,8.542739,1.521207,1.538731,1.740928,2.432778,0,1.242338,17.481841,18.423816,3.994253,0,0,0,0,2.038908,0,11.571326
KHDC4,4.569094,51.916421,41.741784,4.580276,30.075848,72.020376,66.304457,31.177823,87.435857,87.982663,0.830567,104.134684,21.494823,9.935128,125.381512,20.936816,34.168157,6.884068,115.162189,91.107056,0.300981,0,25.709173
KHDRBS1,16.563052,33.078407,4.496902,60.4581,77.131635,216.885683,0.76877,42.668814,21.006594,6.251334,90.442226,31.854384,74.69489,21.022629,23.649112,33.08043,0.440228,38.230436,125.03583,21.394544,0.496072,129.653424,16.561574
KHNYN,64.123196,0,0,6.169752,25.857178,0.779833,30.237522,0,1.485568,0,0.951539,7.114663,0,1.347077,0.360857,0.163132,1.344564,41.550741,1.684121,312.134362,99.753175,0.108026,0
KHSRP,4.396835,0,0,0.209986,0,0.207223,10.053239,3.666833,0.612955,0,7.433788,0,5.123637,0.474774,0.234649,0,29.043189,3.706265,3.133248,0,0,1.845515,1.108871
KIAA0040,33.013674,0,0.297237,1.990667,32.265856,0,29.238544,0,1.415043,3.150669,23.456546,2.039859,1.236406,0,52.670131,0,55.457251,1.264376,4.384866,2.246683,13.403086,12.905994,7.072181
KIAA0100,0,0,3.256976,0,0,0,29.27032,0.044628,0.193088,0.69682,28.240701,13.04071,0.148095,0,276.950303,91.153606,0,5.938722,0.448247,3.114049,33.178469,0,0.97165
KIAA0232,1.589528,17.013517,1.114907,18.109802,24.009307,0,6.264092,3.825941,6.970145,29.595724,14.165362,133.116516,240.578317,11.818106,0.624982,0.140304,24.687571,35.724046,10.856546,0,0,73.700168,0.469255
KIAA0319L,0.890596,1.864222,45.763994,5.295319,5.972978,0.168286,14.496256,2.474702,0,0,6.393541,4.814386,49.963891,41.783016,3.129639,1.143851,1.837526,5.891169,7.791995,9.116727,0.677496,0,65.84117
KIAA0355,3.587364,18.122074,6.189015,0.046993,5.194104,4.393943,9.773251,53.711352,31.861484,10.33127,23.000282,2.921375,4.019551,6.239026,9.41113,4.833164,0.552927,8.855572,10.019542,2.822611,40.984815,0,3.375319
KIAA0513,0.587732,15.643955,0.20322,0.466558,0.952049,0.057413,0,1.031912,0.88547,0.933643,2.520111,0.909713,3.022086,0,1.161687,0.116929,0.560807,0.044593,1.213939,0.543685,0.831498,0,0.18835
KIAA0556,1.745907,7.120231,1.182081,2.927687,0,0,2.816531,1.159809,0,1.813301,1.37743,0.635234,0.368664,3.278333,1.495404,0.607648,6.019462,3.96197,3.421003,0.673345,0,0,0.167261
KIAA0586,19.39546,107.020867,15.72161,1.363533,21.067126,14.776301,15.340613,2.581378,27.186267,0.137597,157.475389,3.955198,13.201734,38.171006,44.501744,1.838646,58.374273,34.043545,0.341937,5.987443,4.690553,1.525044,78.057082
KIAA0825,0.097871,0.044255,0.771269,0.116827,0.155094,0.26065,1.27625,0.573916,0.037232,0.069741,1.747924,1.227492,0.201079,0.395767,2.177981,3.098803,1.054058,0.744579,0.054479,0.098216,0.156892,0,0
KIAA0895,55.31354,54.892393,0,16.392252,0.029017,30.844143,0,13.615682,0,0.090723,0,0,0,0,0.368067,53.324035,2.722022,0.050163,17.301657,0.170428,31.417968,0.762523,0
KIAA0930,5.760761,0.307736,5.918202,0.190266,1.401866,7.236279,2.483833,4.53209,0.473407,2.881698,7.34652,9.448907,0.921966,6.482712,1.394166,0.971808,5.6319,8.807729,2.175123,3.99923,9.963201,24.147632,28.580435
KIAA1109,0,11.280637,3.2943,0,4.377936,28.590601,16.821883,0.056584,0,42.892164,19.97518,4.629314,14.295559,158.75117,2.274239,23.794913,2.273235,3.597718,31.082355,0.214764,26.727517,0.145891,38.697988
KIAA1143,1.21026,7.682816,2.136165,29.828,0.158379,0.057336,0.327097,0,16.896087,27.360186,7.538242,0,14.18975,2.517824,3.834088,9.909368,0,0.355084,0.904757,0.066047,8.349478,0,0.685338
KIAA1191,1.968399,18.564131,0.880381,12.655422,16.569515,1.772846,16.083245,2.76973,0.391512,0.305323,12.877862,1.416768,4.270612,20.560967,16.493808,47.518398,4.177824,3.11753,28.703474,75.048513,14.610439,0,0.853237
KIAA1217,188.306833,243.968676,40.653992,77.554868,247.709521,90.999953,8.361523,24.313645,328.16919,29.431894,10.663489,23.919493,232.07068,94.110346,49.845552,91.534719,72.693847,43.611214,21.528369,9.089579,6.934205,0,27.353573
KIAA1257,3.941213,3.34331,1.087582,0.061137,6.921998,0.188216,3.857453,35.218797,1.282292,0.960052,0.252074,0.362359,2.024411,3.467088,0.685872,0.617649,1.429705,0.100865,0.226508,0.447084,0.694337,2.080689,3.234352
KIAA1328,24.891026,45.594927,89.580754,11.984964,29.816475,22.512985,18.253586,15.107503,84.952192,92.579234,20.993558,28.101746,16.726956,37.524195,36.390394,33.876272,24.772154,6.702095,32.119006,28.613522,19.823274,0.266595,90.591945
KIAA1522,3.718726,1.494188,3.338761,0,15.166783,0,41.698147,0.241841,0,5.349615,2.481547,0,0,52.56104,1.89577,2.46898,0,0.160979,0,0.127586,8.528317,43.810211,10.320408
KIAA1549,0,2.531608,1.087582,0.199849,0.405842,0.05072,0.156755,0.566597,0.692083,0.242853,9.991165,8.917318,0.220274,0.752495,2.783243,1.78433,0.059106,0.824036,0,0.327236,0.225493,0,0.059224
KIAA1671,4.32572,0.129311,16.200967,0.171135,11.837299,0.329033,0.359399,0.334948,0.493407,0.211434,13.045151,0.000923,0.045939,2.516212,0.243566,1.985213,0.225255,9.65854,0,4.167147,1.542273,0.091781,0.074869
KIAA1841,2.899589,18.190511,41.026753,4.617941,0.288545,7.886494,26.805193,45.284566,2.299541,52.505899,38.427349,4.817004,4.314932,9.504342,5.921135,1.249388,7.275535,12.746427,26.879143,6.662478,12.238831,0.040646,5.990525
KIAA1958,0.084959,0.173322,1.661998,0.070701,0.149149,0.323659,0.307161,0.481207,1.41149,0.280826,4.634093,0.237378,2.171093,0.124873,2.377579,0.182515,35.796044,0.076229,0.209975,0.586503,0.3157,0,0.027903
KIAA2012,1.694044,4.113672,0.946763,2.02909,0,0.15713,6.822734,0.211308,0.722869,0.063903,2.399743,0.106886,0,0.553975,1.575173,0.312047,0.572652,0,0.947493,0.150228,0.24521,0,0.336282
KIAA2013,3.411167,0,15.873424,0.174537,0.948717,68.473584,0,8.276412,3.294915,0,0,0,5.289613,0.419112,3.580246,0,0.347896,0.24711,13.536106,0,0,0,0
KIAA2026,22.687088,37.748557,46.775237,5.437343,1.171319,180.873833,32.057846,159.571733,63.650339,2.526321,0.661485,3.208343,0.364928,3.875678,111.171697,0.197546,35.509453,2.587403,38.784305,17.246711,4.957753,0,1.020703
KIDINS220,9.024586,119.012838,0.850802,0.253911,13.579225,0.223585,13.33055,2.972098,75.532533,34.49055,91.300566,9.206669,3.051146,13.475262,0.520593,1.192766,4.134542,19.207377,42.116648,0.200658,104.742016,0,0.720663
KIF11,2.344471,0.254094,0,0,0.050648,0,38.268217,0,0,34.132715,0,0.104316,69.994124,0.108234,5.839203,9.866773,13.423639,24.297717,0.204396,5.474072,0.191329,61.178938,4.776945
KIF13A,27.131723,94.621133,35.564877,0.291621,0.409125,9.683751,0.713697,0,0.30897,0.058813,0,0,0,4.04123,24.61889,11.618871,0,8.478404,7.84361,59.482916,15.937085,6.747729,4.022395
KIF13B,0,0,0,0,0,0,0,50.994711,0.046028,4.819203,0,0,0,32.822855,6.344423,149.311349,24.480827,0.296844,1.684121,0.15666,0,0,0
KIF14,0.236435,0.833758,0.103374,0.473977,0.501005,34.897611,7.605188,0.308802,0.101352,5.973989,0.167515,0.266928,0.066406,0.122046,7.818406,6.24101,0.12534,14.699371,0.445907,0.272644,0.673552,1.917714,0.193592
KIF16B,24.123374,38.776217,46.411107,60.262142,0.840243,6.545369,61.741461,49.893003,5.499515,4.439149,93.723254,7.888382,13.608215,47.354246,18.292985,89.964926,46.283034,4.612151,0,162.040489,0.65526,100.434262,16.335388
KIF18B,0,1.647938,0.147614,0.336346,0.540815,0,3.750386,2.8099,0.194935,0.293088,7.631029,0,1.746765,0.161994,15.633869,0.108699,0,0.522043,0.674337,0.86548,0.736167,106.664559,7.119142
KIF1B,45.461752,106.309101,1.500353,1.650137,32.574015,2.579363,2.908007,42.524259,2.309735,2.299242,20.958282,3.041503,9.167907,2.446767,8.213554,1.033437,55.51255,6.233499,25.801757,1.98381,2.558004,0.275809,7.978004
KIF1BP,17.671132,0.659109,116.231497,36.254897,2.009392,60.191032,56.389057,0.124797,2.563467,0.248191,0.58279,7.464471,47.666713,4.920993,1.967831,2.934137,0,47.2593,1.679048,4.096988,0,0.539042,6.50253
KIF1C,3.088782,0.917255,33.507303,0.145655,1.275934,0.309376,0.601662,1.461948,0,4.674043,0.082609,2.606123,1.047478,2.200215,1.595619,1.277655,3.52795,0.405958,5.11379,0.808723,6.369819,1.0167,1.524643
KIF20B,0,0,2.437324,0.050415,0.051377,3.854713,24.864806,14.127278,4.258362,205.229105,11.410344,7.197564,13.855671,0.088719,163.184031,39.326988,2.056605,47.915801,0.282389,4.073612,0.147059,0,22.310393
KIF21A,3.4613,1.422274,73.104482,1.22306,6.968826,0,2.780204,125.67855,74.145034,1.502626,157.244157,15.985674,0.493404,16.637099,16.244069,23.366623,10.677359,28.346697,0,0.526828,65.411367,0,80.366464
KIF21B,0.133207,0.780823,1.116025,0.100467,0.192927,0.682428,0.682508,0.137331,0,0.090795,0.119855,0,0.186216,0,1.977184,0.201325,0.88609,6.625434,0,3.158583,0.62124,0,0
KIF22,79.582227,7.325842,261.79408,0,173.360806,9.561573,11.467597,112.163511,205.233911,5.012525,205.049788,13.580136,191.821074,244.028637,98.285991,429.966181,120.212853,178.396576,15.552715,32.762684,5.113192,564.910509,52.01051
KIF23,0.278894,0.185769,59.774465,0.455175,4.785601,0.765789,109.697496,0.541523,0.458364,0.559591,0.665073,0.091848,113.4928,0.37258,0.177478,48.76382,82.22927,49.070778,1.057282,0.553929,0.507794,137.828661,121.142667
KIF27,0.65409,4.799853,4.266932,17.979687,0,0,10.121701,20.516188,0,27.768644,34.914216,0,0.287387,3.948692,0.40857,0.062861,0,0.529073,1.898468,5.539822,35.479534,19.247862,6.6418
KIF2A,0.787299,0,0.417867,0,7.697497,1.173415,0.09687,0.467874,0,52.86652,1.107219,0,0,0.184591,7.518051,16.245189,84.188999,18.027927,6.28865,15.868201,14.964634,0,15.86414
KIF3A,1.083187,14.249201,8.813915,1.22307,7.985735,0.123286,14.639443,0.15275,5.339792,100.341257,28.163885,1.306446,0.14379,0.251427,1.009911,0.825616,1.344564,19.169723,0.285991,55.865484,0.983687,0,0.385675
KIF3B,1.980232,4.698341,0.726658,1.510744,36.893754,0.048754,0.740187,0.055444,0.918054,0.476496,5.511114,0.216142,0.189843,32.146924,68.142036,2.766352,27.678753,0.306797,1.49538,10.865211,2.034785,16.89681,18.324401
KIF5B,0.11213,65.356242,8.760462,51.181125,27.962357,8.94111,8.737212,40.028082,5.622131,17.435688,80.017782,12.187632,24.69875,40.609107,11.095638,3.788688,8.831585,38.275258,225.636623,18.993759,28.695527,63.977263,3.935005
KIF6,26.500698,0.58707,1.477964,2.475506,1.941407,0.115112,0.140051,0.626135,9.326913,0.522067,0.522201,6.741454,0.335793,0.137681,3.520986,1.672218,7.125614,0.056306,0.964529,0.268263,0.254457,0,0.271102
KIF9,0,29.700342,53.650829,0,0,0,0,0.794327,55.170323,0,30.688385,0,0,0,49.53237,5.963829,69.967411,2.453576,0,0,0,0,0
KIFAP3,26.245683,20.619272,43.74506,52.453875,0,0,68.680179,44.507586,0,0,52.105372,1.306449,0.672555,114.132068,14.902881,33.858502,0,6.454511,47.155392,0,2.938715,0,0
KIFC3,0,49.93259,0,0,37.93828,0.795285,12.406522,28.187648,3.907244,10.908846,226.968288,0.53895,23.86623,1.358164,0,8.266242,18.088584,69.085726,3.058247,4.424594,0,0,17.713512
KIN,49.952223,60.320126,23.66515,77.342133,19.74242,11.097394,0.913731,3.274788,0.774011,31.616202,3.381997,0.487413,13.74241,9.813809,27.712035,73.246671,111.478984,2.13674,25.741676,53.148242,5.348136,172.467743,90.361101
KITLG,94.438971,121.601472,42.272634,23.874712,75.63091,31.479548,32.539787,42.922963,69.51436,23.764805,9.352292,2.401985,106.10518,59.685489,19.200903,10.815775,17.385895,47.444237,0,108.005198,37.676972,0.110257,293.813826
KLB,0.240624,0,1.918256,0.055477,0.047069,0.183717,10.532225,0.236707,0.228459,0.085993,0.063028,0.263047,0.090659,0.053266,0.467782,0.982502,0.054588,0.120082,0.400536,0.478963,0.229765,0,2.168137
KLC1,0.058991,4.948763,6.848211,0.036614,0.521035,2.2453,0.180779,0.976315,5.653993,20.240399,0.276721,24.26678,84.116218,0.034979,9.136434,0.139178,3.044133,0.214443,3.564767,1.521236,0.785116,0,2.177338
KLC3,3.07274,39.124233,3.422621,6.105698,7.967068,0.513185,6.053318,36.857234,35.899989,2.219908,0.518594,0,15.338866,2.549898,8.853402,0.429085,39.127437,9.388213,20.192994,1.849517,28.733689,0.748834,5.351311
KLC4,5.135538,1.478686,10.07697,0,1.324376,4.691597,1.727495,0.875045,15.534882,0,4.280857,0,1.251299,18.718337,16.48946,18.457432,21.900146,1.035488,80.001432,16.617373,4.868477,3.298811,0.923261
KLF10,201.306618,131.253634,63.289688,42.059003,10.282967,24.976089,388.639249,128.168871,0.2734,25.028692,19.001434,0.214831,8.03813,108.747356,51.632851,69.298027,298.50813,227.892761,29.358969,107.652861,242.14278,0,76.207715
KLF13,0,59.949343,79.545518,72.133788,85.287356,0,0,0,0,101.112281,23.994503,0,0,5.388308,26.395117,1.011488,0,0.20679,0,0,0,0.03841,0
KLF3,0,151.074222,5.450894,0,2.948968,6.018259,0.055358,145.738584,0,0,0,8.582232,4.003341,1.055567,0,4.02874,0.053477,16.116462,0,0,0,0,9.947323
KLF4,112.381283,87.669271,0,123.710688,15.778379,227.009008,66.195953,145.018251,87.884897,0,60.837848,0,106.12371,4.405281,11.317004,12.614926,90.480784,1.96932,305.316451,110.487422,176.417817,70.007382,13.302873
KLF5,83.064417,62.49772,0,1.22306,33.073043,99.448817,325.838314,12.391575,88.34849,0,68.762322,0.202948,21.880982,0.509904,0,0,65.106088,18.013814,2.151948,254.537573,5.395791,0,0.851054
KLF6,388.943418,714.814612,17.245132,77.84128,180.206107,191.19933,139.921162,389.697343,803.515812,1.364239,2.478667,187.21695,99.715501,701.796712,58.345787,182.835874,735.928691,624.742275,1076.497764,272.708341,97.82457,1.154351,20.365654
KLF7,97.000895,11.119349,1.224161,0.448513,45.338688,1.299493,101.766861,0,1.421154,1.118145,0,0.168894,32.861693,0.122655,0.090509,10.651673,0,0.077923,546.399133,0.264278,0,0,6.357433
KLF8,20.994761,49.57526,0.050188,0.263253,6.217358,34.012113,55.742812,61.472477,6.688463,9.157905,0.118835,5.169712,28.135249,8.799767,17.464727,4.303068,42.100743,1.020803,19.149051,69.525871,2.318349,0,4.491587
KLF9,0,9.293652,36.824158,0.375546,0,7.544421,24.863303,35.76294,0,0,0,0,5.17605,16.255142,142.50019,5.407926,4.20733,9.769792,0,4.742799,58.241288,0,43.597578
KLHDC10,357.439464,81.573026,26.46718,0.040441,5.478675,18.573428,43.682356,67.792345,31.352296,0,1.64499,19.010374,3.620142,60.750075,12.780955,30.715345,0.326387,19.433428,0.524963,53.68207,79.683026,0,2.876227
KLHDC2,2.046293,47.060373,18.912847,0,18.29595,2.833761,22.7056,0,0,93.067599,0.382334,0.252144,0.381571,118.384407,55.246096,0.463242,170.525585,31.180093,2.976646,21.88863,0.056834,0,7.724392
KLHL12,0,14.074223,0.314742,0,0,0,0,0,0,0,39.34695,0,0,1.15387,12.718308,0,0,0.09112,2.608758,2.77256,2.916874,136.978742,0
KLHL18,8.971918,0.264249,0.17077,52.196429,0,7.204076,6.28566,225.085491,15.511571,20.368719,0,0,7.981144,0,0.422355,3.07351,0.113715,40.198268,34.799115,5.850477,3.720217,0,0
KLHL20,0.602046,19.429142,0,0,1.407572,87.125547,6.814413,0.083495,0,0.741816,0,0,0,0.907747,7.454978,1.192765,0,3.473666,0.111228,0.09928,0,265.383127,3.639529
KLHL21,1.616061,0.4289,10.037088,1.404921,84.419574,2.846802,2.099157,28.689812,54.633298,1.039334,0.686832,36.442882,33.143244,3.55692,3.936146,3.313778,39.116015,1.357251,120.082471,2.403664,28.648074,0,1.608879
KLHL24,10.396588,8.354735,114.686355,14.619105,9.197584,2.793291,1.678782,11.875726,120.409557,33.582868,134.859735,258.407763,2.258424,37.194298,4.090715,158.97516,35.583194,59.689566,179.041566,86.960636,11.063275,0.881989,82.291775
KLHL26,0,12.289555,5.237024,33.674315,3.531733,100.682546,13.604715,1.755859,1.201476,1.897361,10.218968,6.986262,12.94946,12.14457,10.897635,4.384698,0,5.03874,0,1.295975,28.434382,0,3.09409
KLHL28,67.368609,3.34902,10.303761,1.385964,5.063513,19.440644,6.857604,32.5715,43.740159,11.809703,84.406512,26.26112,21.091778,17.399881,6.291222,56.096444,0.039359,24.647793,5.674039,11.592195,13.504257,0,0.35686
KLHL30,0.7877,0.451688,0.548161,0.206768,0.188802,0.204182,0.235452,1.048133,0.427537,0.34825,0.278848,0,0,2.96521,0.940859,0.403353,1.619921,6.255613,1.706174,0.28434,0,0.108547,0.156945
KLHL33,0.399987,8.201029,0.825447,1.031239,0.558644,1.131824,3.580385,0.556806,4.367792,30.677272,5.706395,0.081156,3.445327,1.982396,6.921024,4.114026,4.547282,0.142465,3.525482,0.280543,10.997329,0.278556,0.45355
KLHL35,0.355927,2.768232,0.149386,1.834351,16.367844,0,1.233911,0.315334,4.587587,0.222892,0,0.781491,1.245939,0.532482,0,0.41879,92.346673,0.40881,0.685099,4.099933,1.053734,0,0.467447
KLHL36,0.55955,0.890911,0.390856,1.103646,3.064622,0.146821,1.740149,0.696569,0.319387,0.535904,0,2.616233,1.223312,16.534919,2.649061,0.779017,1.137248,0.366349,4.317933,37.190963,1.489836,0,0.823459
KLHL42,0,2.715546,0,0,0,0,0,0.396559,0,0,0,0,0,0.475392,10.876118,0,0,0,0.474775,13.675071,0,4.907557,5.607651
KLHL5,0.20606,0,1.087582,0,1.17132,26.514455,0.102489,0.958767,1.465652,0.79034,0.092181,1.332784,1.110445,1.104859,27.035816,0,2.604303,0.065599,0.221537,3.934879,0.38683,0,6.448075
KLHL6,1.931024,6.569005,0.686174,2.198498,0.827283,37.785978,3.380098,0.397454,0.792952,0.283804,1.360224,0,9.174277,1.359706,57.271548,2.539658,3.362996,2.266445,1.476723,3.658505,0.000769,0,0.505286
KLHL7,46.084065,32.828549,1.42147,3.775678,2.342639,1.520709,2.816102,5.055869,95.122834,0.661221,0.351657,62.336127,27.341862,2.031673,45.65514,0.495403,1.93947,35.991871,13.472968,1.842488,1.469357,0,2.301363
KLHL8,3.421834,5.887007,94.110181,0.637579,16.237281,2.509291,1.383058,6.375249,52.625424,1.859342,14.637997,0.577339,0.237458,2.458875,4.711632,1.81624,3.31006,2.46452,2.50644,4.983621,0,0,2.2061
KLHL9,1.000528,0.048029,1.248925,0.080707,2.989471,0,6.268812,3.787623,0.040852,4.280642,11.107483,1.23645,1.385787,2.329068,2.583324,1.572398,0,12.104098,7.799676,0.267352,1.861507,0,1.3746
KLK10,0,1.449075,1.081145,6.869348,1.237813,5.544831,0.056332,0,0.130843,0.336887,0.46484,3.432864,2.936029,0,0.20141,0,0.286163,3.458277,0,0,0.484535,0,0
KLK11,0.462196,1.582562,0.34039,1.693142,0,0.569284,0,0,0,0,0,0.642081,0.276014,0.350576,1.207242,0.073926,0,0,1.933207,1.57334,0,0,6.809705
KLLN,1.322139,2.382741,14.170456,1.301872,16.293297,1.089205,1.151357,1.608949,0.511874,0.600608,35.194067,0.880081,11.105141,5.998118,2.760847,0.531286,1.296573,0.87651,1.703993,1.674982,3.921177,0.098967,1.043911
KLRD1,1.399677,1.587383,2.011344,0.109436,2.055255,10.989579,1.269423,8.514377,0.147265,18.436347,0.655501,0.799793,0.282527,0.907311,5.021388,0.424498,0.397466,0.288297,3.192714,0.728304,3.23732,0,2.091981
KMO,151.124589,11.981583,0.415676,0,4.108911,0.280279,0.060385,0.84896,0.141904,0,0.06012,0,0,133.389019,1.095883,91.081474,329.759888,33.847983,0.102311,1.21636,0,0,0.541296
KMT2A,11.963882,4.294021,5.473874,3.361186,21.2587,15.377321,92.53988,46.539903,3.685291,171.841693,8.485077,0.200751,21.279446,41.619636,117.51479,7.506168,120.827196,6.274871,3.260167,357.745585,45.53362,0.011522,44.983782
KMT2B,1.217376,0,0,130.096947,1.239565,0.36677,0.093559,43.979953,0,0,0.598851,0,99.939705,0,2.687689,0,103.164879,2.226178,2.198865,2.484462,0.172389,0,0.121717
KMT2C,4.627537,231.674358,67.737068,50.766623,136.612699,50.732366,13.620358,98.148977,8.963469,325.473319,88.321784,1.306447,55.794166,49.090146,17.872727,9.483275,77.927358,12.842659,3.027277,21.151474,57.118011,10.361382,2.668153
