genes,SRR2973300,SRR2973301,SRR2973303,SRR2973306,SRR2973307,SRR2973309,SRR2973312,SRR2973314,SRR2973315,SRR2973316,SRR2973317,SRR2973318,SRR2973319,SRR2973320,SRR2973321,SRR2973322,SRR2973323,SRR2973324,SRR2973325,SRR2973326,SRR2973327,SRR2973329,SRR2973330,SRR2973331,SRR2973332,SRR2973333,SRR2973334,SRR2973335,SRR2973337,SRR2973338,SRR2973339,SRR2973340,SRR2973341,SRR2973342,SRR2973343,SRR2973344,SRR2973346,SRR2973347,SRR2973348,SRR2973349,SRR5023449,SRR5023451,SRR5023452,SRR5023537,SRR5023540,SRR5023543,SRR5023544,SRR5023546,SRR5023547,SRR5023554,SRR5023557
SOGA1,1.461456,0.05222,0.550755,1.949504,1.943802,0.417467,0.213535,0.974003,4.672469,0.30265,0.045183,0.361588,0.053035,0.535212,2.088445,0.339946,14.83553,0.600365,81.304157,0.51316,0.124529,2.130252,0.893401,0.889947,3.054076,0.165691,1.218716,6.353016,0.491569,4.837925,0.441313,0.183915,0.87372,7.615681,0.091948,27.26791,12.452288,0.773998,0.296479,10.619451,1.24906,2.391673,2.276018,1.221187,1.199294,0.139418,0.034721,0.098822,0.067204,0.018509,0.223938
SON,261.917757,777.358322,520.028679,221.120708,262.908449,601.963956,656.222407,359.162086,500.375501,586.347503,892.272827,191.074799,314.888011,541.403051,408.988788,309.404456,351.786921,856.775143,151.745527,260.997185,411.116897,154.265841,654.937564,404.638362,615.544088,829.67527,293.856298,275.619771,816.900429,580.9707,781.663683,294.039067,375.068919,464.372309,278.318279,750.325749,775.202358,665.004901,619.149973,526.034486,195.360446,178.011407,283.389682,245.268707,294.381545,236.678312,195.228488,199.723356,420.858503,263.898768,172.735604
SORBS2,230.670719,12.405675,5.972421,242.239763,92.497097,1.9768,2.438592,138.650586,4.122534,236.558773,0.274017,16.399751,0.987859,0,0.59203,68.2584,2.328928,175.708556,113.20634,52.908913,125.111607,550.096164,13.04788,62.988118,44.465009,0,29.366194,66.370952,4.468393,91.544577,80.145604,0.0691,60.116117,210.678392,36.308517,443.880141,47.623556,298.976322,32.805179,60.12642,2.362381,0.052213,0,78.490872,677.811503,262.859848,64.066731,182.400425,70.542546,710.179792,586.50001
SORD,22.030408,0,0.323571,6.541837,0.38939,7.520834,23.628407,0.504199,0.509742,3.574329,0,192.157339,64.008241,0,13.861592,26.925645,5.598499,13.093439,5.859392,1.149117,0.118938,0,0.363756,0.825594,44.359484,0.659721,1.052592,6.72273,0,0.375425,0,3.655767,10.549779,4.964912,86.5953,0.399229,8.900212,0,0.391566,0.204913,12.029723,45.269654,0.036684,112.228359,142.209966,1.142,122.993632,52.709874,0.445913,34.172427,18.228509
SORL1,4.057389,3.709924,0.978229,0,1.635067,2.050546,16.969901,16.244441,103.845737,98.478427,22.332966,0.035798,3.882652,28.344732,8.35378,0.202439,0.885013,81.818245,3.545949,2.21572,2.812725,10.200658,44.126739,6.861191,0.872081,1.66364,0.882304,1.992364,1.322897,5.666965,0.355112,0.189476,17.219144,0.195785,2.201472,8.057223,0.457489,29.08751,3.159463,6.419163,3.292679,0.135938,0.114666,0,0.627841,5.386679,2.407778,16.190279,0,12.780369,0.220779
SORT1,6.358357,3.537388,40.211036,5.68244,37.754084,28.381545,53.968162,0.244383,3.232495,114.602871,13.627812,2.34858,0,16.130344,15.92208,22.265304,4.701336,2.762032,9.086477,16.436534,27.568102,12.561984,0.08879,2.759749,6.023396,0,0.103914,19.81415,34.718799,45.290935,11.863114,10.780272,68.370711,24.78964,103.272562,27.107635,0.513392,5.291499,5.85817,40.48943,45.740428,1.985781,0.021295,50.450602,3.213258,18.032009,6.029861,2.688935,8.112517,13.189485,0.417553
SOS1,96.328578,3.780146,93.800808,0,56.144863,60.710339,26.676049,6.951112,20.428415,6.653163,6.112353,0.340944,27.449493,16.290395,119.264107,0.166024,3.090557,39.032542,3.555308,9.374631,18.401306,26.535662,29.570864,9.533238,8.268644,97.389523,0.03358,17.219412,73.843337,0,13.570358,2.039395,13.112446,12.62146,85.579828,14.402261,172.662538,14.293122,57.514124,77.748078,0.061593,2.694088,19.996907,0,24.116515,30.488233,44.392755,0,0.027973,5.287576,0
SOS2,13.658662,4.240183,0.915295,5.114152,28.348829,38.840321,1.762523,13.210715,0.181294,2.41619,6.494342,57.455494,33.561373,2.660138,20.848404,25.425685,1.795423,11.407986,56.842502,5.701692,27.603897,10.921581,63.799804,0.222281,1.297585,1.921472,20.603126,24.282669,89.633927,0,4.534046,1.447879,10.187919,10.641879,4.104312,2.272944,63.550815,4.538241,2.851582,7.511227,0.050317,9.903663,0.0307,1.554499,5.285559,23.928074,81.660576,20.693308,3.01099,0.035308,26.363264
SOWAHC,0,1.053713,28.002472,0.204541,4.408006,0.924615,1.146587,0.657206,3.835309,0.781084,1.942561,0.366089,9.954522,10.110819,6.257003,13.233431,7.735196,0.131333,0.759814,0.401292,2.569465,4.433312,0.265169,0.164525,0.684271,0.401702,0,0.438367,2.346846,0.365334,0.288793,47.803854,0.815163,0.101986,0.680826,0.1271,0.184251,0,1.225843,8.212515,0.907341,1.369191,0,0.218404,0.126967,5.548249,3.121972,0.052825,0.109748,0.116372,0
SOX11,46.976949,0.125219,97.864928,0.578745,0,8.057745,4.839256,5.491633,3.320966,15.459312,16.599141,0.926993,0,26.053478,31.945162,0.206441,17.444087,14.925148,44.94728,5.890276,5.603776,13.522413,2.035847,73.683123,34.922317,2.67678,9.107112,3.414171,8.020351,7.428873,16.074647,12.03984,24.995675,0.110967,21.667756,5.965758,17.973429,0,0.120675,24.128056,28.266597,0.630072,43.460654,304.517123,37.493416,18.106943,26.410402,37.609297,38.36619,39.454453,15.075765
SOX12,5.105962,0,7.543926,3.479319,54.341918,0,72.973301,1.292419,1.098493,1.160987,0,0,2.353052,3.954342,4.367334,0.501219,59.920141,5.772322,11.861358,0,0.185172,1.240015,0.946815,0,3.174347,46.899234,2.865879,1.268802,0,2.228197,0.939147,1.23876,4.213826,0,0,5.061251,0.204122,150.319417,1.740201,1.863269,16.031691,0,14.345806,0.16838,1.241943,3.287049,0.961823,2.403943,9.613612,4.696194,3.991024
SOX13,7.256986,1.12857,7.197422,1.2085,1.768447,2.739039,0.379779,1.486421,0.303945,0.292036,1.147917,29.095927,7.992618,20.23238,4.741616,1.271056,9.956795,2.620283,4.593202,3.704865,0.357228,4.707237,16.807723,19.322326,8.76348,0.772267,0.347223,0.381433,1.809736,1.500733,3.557285,3.456351,2.946186,0.483242,12.317083,2.000904,0.486223,15.223088,3.587971,82.363815,0.498791,0.860488,0,0.494153,2.644287,0.402531,0,0,2.699365,0,0
SOX4,2569.091644,753.363861,535.04328,179.096051,1213.385485,883.896407,648.18737,385.29956,394.650799,1715.909378,136.408743,361.817604,1596.186597,216.083794,327.785781,357.950927,766.22841,387.813448,163.001084,1551.498917,1605.323808,316.376224,1250.630012,390.00673,422.26101,820.603304,187.67083,789.142135,979.457008,587.781726,427.640303,27.591699,1267.860156,544.896044,302.173465,353.990644,645.724545,180.163792,321.107234,1157.237289,228.514068,225.19053,591.666589,1338.274858,916.929852,1893.093326,359.114141,701.702805,590.547971,592.785958,343.791511
SOX6,0.041127,3.930145,0,0.084107,1.163057,0.062788,0.041676,0.634075,0.035182,0.145809,14.946751,0.255303,1.637923,0.02982,0.047444,0.033583,2.239256,0.440024,0.102453,0.258102,0,0.244753,0.303469,4.572641,3.732029,0,0.239265,1.434611,13.884205,1.775811,0.0539,0.033166,0.031415,0.071095,210.870666,9.068593,0.948665,0.37083,42.189595,0,0,0,0,0,0.0803,0.02476,0,0,0,1.841942,0.103827
SOX7,2.073087,1.459545,1.313785,0.753367,0.556875,0.579481,0.758497,2.10911,10.479494,0.588861,1.155704,0,0,1.974311,23.271525,2.507555,0,1.097028,0.755148,0.561947,0,0.469673,0,1.089876,1.769928,0,0,0.527773,0.242979,0,13.748989,0.157941,0.823859,0.178888,2.292695,0,1.476772,0.974316,0.194366,0,0.651031,0.369176,0,0.093905,0,4.532399,0.165519,0,0,0,0
SOX9,299.385555,83.385046,103.345748,6.798159,105.19808,249.917145,23.037112,26.631836,3.618519,180.168622,33.469611,8.050928,35.191579,11.954567,73.295627,37.478602,77.038809,113.02448,189.296484,70.329465,37.454456,49.956949,193.823827,2.467328,182.164122,4.32974,52.632807,140.23872,161.224805,69.557581,290.617387,32.959367,144.128234,126.447187,69.497026,85.355291,284.111298,1.2125,17.730371,76.109467,8.849186,49.90977,0.300098,456.923566,149.746708,501.025113,145.18306,37.559717,396.28153,204.033472,76.876307
SP1,5.649112,2.032904,2.057671,0,4.217196,5.729251,23.667861,6.289333,6.459041,6.347017,28.232071,0,0,16.570369,6.912821,11.06849,72.21124,1.838154,17.316424,1.242083,4.184286,0.956032,15.842031,14.728335,9.1708,24.317037,0.134905,0.898737,2.432883,10.273038,6.85676,1.077276,23.827837,17.865217,5.395244,0.494769,24.872142,8.670096,1.553895,15.129579,9.517928,2.24917,43.916901,8.320031,0.029662,60.265135,0.062781,1.33625,7.010307,16.976835,2.357451
SP100,25.361945,23.488569,24.642184,24.375127,11.811906,78.530482,35.713878,117.745175,12.076256,31.068213,15.5796,14.82675,16.82723,31.774608,42.477273,68.614487,233.006396,45.307193,63.246326,12.418588,89.330114,24.071378,25.095314,175.495535,8.986205,26.436529,10.553648,123.0224,23.145499,251.599139,119.600774,66.877039,11.431123,95.800743,41.303619,309.902103,29.075625,26.115115,84.34461,8.351702,2.325376,3.622506,2.754871,38.518124,61.100277,1.876374,192.579489,0.891983,251.043027,97.198408,43.424275
SP110,32.16355,0.798781,13.182204,1.909865,18.578844,83.525302,2.617002,42.039857,1.965487,66.404268,42.202703,25.824735,5.732114,34.405842,16.696881,1.601243,3.357451,5.108761,0.933478,15.037747,40.254587,0.966585,4.676956,14.931711,3.775009,1.742882,4.137015,1.399016,29.832347,3.73146,594.659751,6.685394,40.556203,0.301465,2.374348,34.957608,1.432906,2.263197,2.63388,1.010396,0.9037,2.076148,0.331335,1.49263,0.257593,26.088609,6.720631,0.165432,34.057187,66.286555,1.425052
SP140L,8.893555,129.808331,1.54826,33.89743,21.938119,12.459178,0,13.81704,0,0.277438,0.232437,1.12904,3.633003,0.467941,1.109805,1.537713,11.399504,3.819216,3.681101,15.360227,30.808785,2.088441,42.741881,6.002909,0.232387,0.447174,0.766053,0.528224,1.758276,3.998223,35.407422,124.694222,9.300224,1.227003,0,6.451736,1.681718,2.279197,1.964041,15.765548,3.298895,2.920215,0.113545,50.732421,1.49006,0,0,5.21077,0.277524,0.611817,0
SP3,1.987435,0.095285,0,4.745875,10.864664,8.597206,10.702452,3.870779,0.94051,72.686582,20.375948,13.757663,33.524172,8.614703,6.206266,14.719552,0.374437,88.336765,3.587178,61.451396,7.826228,21.999375,4.103745,8.332966,0.390583,3.045254,2.023861,1.103527,0.546867,13.783039,17.306228,115.939655,44.711199,0.171742,3.30686,10.476492,29.698146,1.386439,6.576795,121.436676,1.92841,0.127814,0.065428,40.582816,0.408801,8.697718,29.572774,2.209443,53.434118,7.324681,20.421777
SP4,0.643001,0.075372,0.819038,0.154938,0.489468,0,0,0.066711,0.061272,0,0.20779,0.168271,0.162249,0.734969,1.315185,1.036116,0,1.049525,0.193916,0.170404,0,1.610529,0,5.460594,0.250576,15.219748,0.13557,1.686392,0.173496,0.271898,0,0.345432,0.518584,0,0,0,0,0,0.02811,0,0.631117,0,0.039156,0,0.622465,0,0.067692,18.056361,0.814067,0,0
SPA17,0,0,61.700125,4.390677,0,20.292797,0.809399,0,0,0,1.02272,0,2.236493,0.730155,0.098626,0.085876,2.272249,0.118313,0,1.298424,0.082841,0.148277,2.992513,0,0.257678,0,181.21646,14.730411,0,0.807812,1.481333,0,191.792358,0,0.180411,0,21.958536,0,0.242311,0.230973,0.490501,0,0,92.037915,5.545644,0,42.410893,0,88.233043,31.425739,0
SPACA6,0,5.265436,0,0,0,0,11.227282,0,16.678087,0.246808,2.407355,0,21.41552,1.773946,0,0,0,0,4.71611,9.115367,0,0,0,5.552254,11.743991,7.256107,7.698567,2.110458,0,0,0,0,0,0,1.945482,0,0.274626,10.859638,0,11.39508,10.696106,0.984885,21.906027,4.186891,12.354649,2.307105,2.54199,0,0,0,0
SPACA9,0,5.189678,0.427922,1.398557,0.789479,1.346491,0.279314,1.150358,1.236692,1.95156,0.599059,0,1.21021,0.524258,0,4.753675,39.154686,3.017733,0,0,0.285594,0,8.096027,1.501399,0.399665,0.110638,0.5125,0,0.439854,0.521715,0.734376,0,0,1.519213,0,0.357523,2.650256,4.950364,0,0.785229,0.239925,0.401474,0.21111,0,0,0.672942,3.091822,0,0.805907,0,0
SPAG1,177.332312,3.996865,17.869886,0.680075,23.821493,66.620091,10.220502,31.204774,0,70.082167,56.573363,1.463874,88.842967,155.84007,25.104926,123.387645,0,0,97.825964,87.414252,1.381973,42.22292,15.003043,353.974615,63.977941,0.255594,0,25.461144,97.534175,32.396374,111.816688,0,41.34025,71.15174,133.594753,5.115244,19.433461,0.352256,114.675064,17.271166,105.822243,0,0.311149,0,14.80706,0,0,0.405743,0,0,0
SPAG16,1.626252,0,0.497655,0.38391,1.417467,10.292111,1.103247,55.782663,0,149.213476,0.220915,0.274755,0.96851,0.320544,0.088533,1.083789,3.440663,0.930154,7.644024,31.751638,26.872984,0.333159,33.924349,9.943372,34.795621,1.409571,1.677521,0,0.087334,1.180933,7.026627,0,29.625292,2.342295,30.001065,2.513732,79.073168,0,0.146732,5.94136,0.164334,0.607971,1.103309,0,0.241066,0.319296,0.032735,0,14.354751,0.037189,0
SPAG4,3.3426,0,212.564219,6.208487,2.895995,5.656025,20.450702,0.889079,9.797087,0,29.329598,581.816464,0,404.809031,135.929769,3.788848,13.289765,16.226474,1.691767,7.466271,0,0,45.094128,0,9.395107,17.165173,56.105885,162.558996,0,10.184805,2.240113,97.001486,0,0,25.247322,4.897845,0,0,0,444.722801,0,0,0,1.601814,0,0.653215,499.328925,0,52.423237,0,0
SPAG7,46.924825,116.134925,18.556031,2.327232,16.150397,177.849205,0,94.522627,13.81005,150.451481,118.871002,168.515574,2.086405,242.615902,325.903947,38.664592,5.650481,12.058475,20.576476,49.572866,198.202958,4.967626,17.9664,16.377246,15.556192,4.990927,11.338456,155.806937,31.733441,4.944256,11.056486,11.541763,81.698562,22.899443,5.835536,16.771479,21.816029,36.740158,83.110636,19.585436,51.351651,24.714082,0.238591,32.786077,4.091177,85.208582,4.314508,85.807059,77.437212,65.095674,0.294954
SPAG9,22.771465,43.289642,322.916042,2.473216,209.987953,92.21859,195.322414,73.339528,8.725647,4.487353,195.954545,38.532207,87.626577,2.404512,24.183523,85.593689,2.88411,109.758327,38.089617,30.923957,35.653189,6.730016,74.622576,45.799388,164.822102,3.994564,6.420492,10.676729,337.624977,55.847559,288.860431,5.336867,99.124311,91.84306,27.931304,13.19568,8.593146,18.190919,142.577721,32.78939,51.13248,8.988219,0.841396,14.304543,11.636163,113.850713,68.440132,19.370459,397.09262,99.838306,0.597248
SPART,0,0,0,0,0,106.638874,5.112808,0.655713,0.176473,0,0,53.40741,0,0.162482,14.732374,4.139498,0,0.47553,0.793121,12.740023,1.637925,0.691473,1.507311,0.108001,0,0,2.835333,0.384488,40.858238,0,12.397139,0.74971,2.096571,9.424402,0.077134,2.995522,130.579943,0,14.962292,21.806238,37.284704,0,0,60.24794,47.312978,14.794995,0,0,101.466154,33.328395,14.745171
SPAST,6.607766,1.732231,30.26385,6.215472,9.300176,14.689903,7.342374,21.709482,12.589989,1.85619,2.311922,2.232899,16.270815,16.621628,11.561827,1.527675,7.00429,27.497551,34.896322,19.223096,3.110933,8.777228,80.8709,9.344831,10.492057,9.321511,4.917085,6.49979,7.564512,12.079973,4.883721,65.95641,12.791412,2.770336,18.677646,3.257897,3.592492,10.071494,10.847518,63.061313,6.556019,1.981241,0.433959,0.198398,1.384913,1.082414,4.102208,12.476191,0.612909,0.162551,0
SPATA13,20.83949,9.308248,82.30752,1.33157,52.117773,2.105936,29.294705,28.906778,0.250197,3.365239,118.410324,47.32097,24.88773,1.739867,0.824912,19.138352,1.790543,11.64934,0.577675,40.259245,14.204772,41.382532,4.910388,176.748162,8.50537,0.142728,6.334323,28.561326,29.869412,48.988937,46.929387,0.056862,23.806051,94.400542,0.287039,46.849923,5.452197,31.729024,0.073016,65.83812,4.552071,10.627568,6.877682,0,1.224902,0,0,0,0.023855,0,31.53011
SPATA17,17.406575,6.500916,3.42491,2.386824,30.580916,9.645784,6.680299,0.682825,0.098108,10.543812,6.285177,5.62793,2.543146,0.136342,0.137456,3.623234,0,21.132753,11.512843,0.304161,13.78938,15.64977,5.955361,13.006349,4.120242,0.854637,0.715942,2.555385,0.093943,9.914377,1.808564,29.289618,9.145764,0.26319,0.309193,5.508246,0.706711,15.981739,5.337838,2.653649,0.550423,1.560563,1.239488,0.469421,3.592389,0.89315,3.405149,0,1.757984,0,0.162594
SPATA33,28.713258,0,3.995065,1.257284,3.375991,1.735267,1.096327,0.640529,98.860622,1.541798,2.164302,0,0.222244,0.944028,3.07051,5.510949,0,0.569992,0.786776,1.811256,0.180379,0,0.397372,0.72864,0,0.467249,134.268677,1.888442,4.49399,0,2.656606,0,0,0.899752,0.293086,0.226836,3.441069,0.439055,14.879715,1.134542,0,0.219991,0,1.50091,1.266199,0,14.025263,1.698801,0,1.909888,0
SPATA4,7.155422,9.043374,5.930459,10.922433,12.726994,7.324513,5.635365,5.593241,10.131439,5.066584,7.673722,6.978322,6.427774,14.611519,7.981869,6.801862,10.096961,23.491578,14.342752,4.788668,4.163789,8.49727,11.580253,15.327516,5.659564,8.336996,11.837544,5.219861,11.213889,6.985636,17.805902,5.845448,7.986517,8.181285,13.550308,7.125516,8.846768,12.276727,16.18415,7.528892,1.790069,3.261848,1.381459,0.464178,1.937093,1.398593,1.368701,0.53892,0.604528,0.834345,0.796375
SPATA5,0.227729,0.188115,0.13106,0.352994,2.55446,0.652519,4.552702,0.083519,0.049928,0.381772,0.650576,17.252275,0.413707,0.19138,0.74754,2.401464,0.204257,0.491022,0.065894,1.051203,9.498744,1.615402,0.988471,0.739071,5.055606,0.258841,0.531563,0.095808,0.577602,1.51535,0.259696,0.288153,0.046935,0.048589,0.294032,4.852839,0.088354,0.46737,0.542245,0,0.529177,0.440066,0.095364,0.468383,0.116754,0.059046,0.083449,0.798989,0.018156,0.045944,0.815648
SPATA6,0,43.249693,0,0.205836,0.066365,0.369877,13.222264,0.172455,0,0.38321,0.544834,0,0,0,45.657501,0.292031,89.084388,0,0,26.356662,0.750803,0.078628,0.2504,29.286999,6.080432,0,0,0.309303,0.156651,0,0.095722,0.058074,9.348434,0,0,0.145692,0,0,0,7.844277,0,0,0,0,0.128478,0,0,95.253965,0,0.033941,0
SPATA6L,2.134652,22.866875,11.150471,2.544594,5.088455,4.329395,12.427745,6.135869,1.074199,2.311839,8.090314,0.275048,5.298429,0.732332,7.869919,19.725159,5.458717,5.5527,23.706808,2.582419,0.632192,3.529185,0.718436,10.251621,40.789486,0.547365,0.71077,8.753543,2.220404,9.04669,59.040495,2.080322,25.433891,5.633765,2.299189,2.842135,4.290688,0,4.792715,7.678707,0.368058,2.909721,0.038649,2.682972,2.048776,0.264165,1.931379,0.046877,1.884687,2.115693,0
SPATS2,8.283673,23.718095,67.749595,14.18295,15.559849,94.32266,25.170333,132.887311,155.104367,7.109678,22.566823,9.273592,61.280898,10.942217,16.569383,30.46994,5.035697,238.687164,37.471221,15.676452,26.039013,9.530109,41.100337,33.501806,13.512163,58.23152,292.007856,95.600809,52.88481,1.68065,118.606599,9.00012,132.773216,203.182711,65.882588,22.640194,14.309936,166.341427,110.38972,23.045315,7.307278,47.062637,0.066812,52.074173,56.394867,0.049474,0.526926,27.869317,0.179023,0.759972,0
SPATS2L,73.61566,104.433092,101.511981,89.929458,195.622683,72.328641,121.913046,169.458533,8.320007,127.942782,140.922316,209.80004,155.359478,220.960269,98.163901,134.256915,220.408517,19.112102,102.805213,28.30349,317.255222,52.906353,43.412913,118.704244,31.025073,30.19349,6.99009,97.480597,233.937227,62.842646,213.785513,358.038102,201.947862,53.856313,33.269583,62.568104,80.063421,162.579502,172.481056,75.336913,38.82061,80.928969,0.994224,221.356641,42.268401,73.2127,1.855205,16.992922,11.855368,79.184692,8.15569
SPC24,14.230637,12.340513,21.925242,1.907377,9.227576,2.277859,1.981481,1.095649,3.67355,4.071685,6.311582,0.308243,29.425839,4.025222,7.039569,25.421537,8.504844,14.444919,2.351026,3.342016,0.511129,13.62082,4.826165,31.528505,21.410853,1.892804,0.260166,1.040462,10.426969,2.290946,9.773877,1.860229,1.38835,7.820407,3.595277,0.869564,2.053193,0.312859,1.237759,0,0.334493,3.974747,1.505938,0.118351,58.78225,0.192261,0.311144,3.290415,0,0.436335,0
SPC25,17.129315,1.56397,8.049485,0.026068,17.011888,5.853695,0,3.573258,1.156137,4.69082,1.383618,0,0,23.744728,3.72212,110.768452,0.395822,4.213824,5.020815,104.586353,20.6873,14.176009,0,2.264725,4.968777,0,2.011036,1.937042,11.877363,0,6.695052,0,7.794843,1.612588,0,4.845558,1.319723,1.010304,12.347574,40.771063,0.289792,0,0.13872,0,18.065173,11.268361,0.257263,0.241114,0,0.509041,0
SPCS1,208.300291,145.818188,225.36997,7.123864,150.668256,62.34552,369.308413,252.277912,172.102711,431.587545,431.492449,184.298321,213.378764,348.359137,270.097211,146.319743,74.549362,0.636375,183.739382,226.413291,208.986995,39.18492,180.056355,6.876387,218.262151,79.304788,201.471922,254.931355,155.843361,129.15584,71.941123,472.764474,336.570753,336.925426,166.414311,73.753472,305.637283,151.498461,26.131296,129.54141,104.335498,2.558883,154.8561,687.73488,111.454902,727.17348,387.037699,159.874532,78.021019,447.565556,476.071129
SPCS2,98.995292,1.495037,14.036113,1.20655,34.453703,82.416545,185.080562,150.524995,9.259102,183.758902,35.014064,5.149698,124.357257,162.580753,224.331659,174.380285,2.577772,26.180988,4.614861,38.858484,128.67824,0,175.893187,177.956587,127.06544,0,43.04441,19.868426,56.569053,162.185894,213.863366,258.479424,143.555712,223.381582,299.958791,329.614094,90.141583,314.110027,111.917636,49.619418,0,468.770685,16.823867,282.379756,435.300658,649.30572,280.666712,463.95269,531.713055,430.349692,469.866777
