Cell_Ids,Cluster,OR10A2,OR10G3,OR10H1,OR10H5,OR10J1,OR10K1,OR14J1,OR1A1,OR1D2,OR1I1,OR1M1,OR2A5,OR2AG1,OR2AG2,OR2AT4,OR2B11,OR2F1,OR2G6,OR2L2,OR2M3,OR2M4,OR2T12,OR2V2,OR4D1,OR4D9,OR4F17,OR4K13,OR4K17,OR4K2,OR51M1,OR52A1,OR52E4,OR52I1,OR52K1,OR56A1,OR56A4,OR5A1,OR5A2,OR5AS1,OR5AU1,OR5H14,OR6C75,OR6J1,OR6K3,OR6Y1,OR7A17,OR7C1,OR7D2,OR7D4,OR7G2,OR8A1,OR8B8,OR8H1
SRR5023472,0, 0.000000, 5.697168, 3.874500, 1.385604, 0.000000, 3.105582, 0.389342, 1.641306, 0.000000, 1.034933, 0.000000, 0.086284, 1.924480, 0.258087, 0.865531, 0.000000, 0.067761,31.737496, 0.183381, 0.830808, 0.000000, 0.210873, 0.318962, 0.463190, 0.252546, 4.034182, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.451349, 0.000000, 0.000000, 3.910701, 0.032681, 0.213406, 1.750381, 0.000000, 0.443592, 2.940383, 0.087366, 0.887014, 0.768478, 0.242164, 0.245531, 0.351501, 0.426606, 0.000000, 0.000000, 0.263821, 0.536702
SRR5023473,0, 0.159713,13.928044, 1.331838, 4.364811, 0.000000, 3.780603, 4.520597, 5.437060, 8.932570, 4.712930, 2.517567, 7.599729, 0.128351, 0.295887, 1.731361, 1.652776, 0.000000, 0.353649, 1.293559,12.455691, 0.058990, 2.709946, 0.875339, 1.109412, 2.949282,44.912079, 0.287969, 0.360830, 0.000000, 0.236922, 0.032086, 1.232707, 0.784590, 2.962916, 1.066035, 0.929356, 0.519269, 0.913925, 7.706307, 0.169284, 0.042933, 2.696321, 0.000000, 0.628850, 0.351653, 0.930697, 0.881891, 2.450171, 3.076286, 4.620133, 0.000000, 0.845244, 1.917779
SRR5023474,0, 0.597066, 0.226867, 1.354449, 2.040952, 0.226464, 0.618919, 0.402288, 2.032106, 0.073002, 2.290878, 1.185671, 1.573195, 0.344360, 0.753931, 0.639714, 0.109861, 0.000000, 0.664363, 2.030191, 1.223132, 0.000000, 0.382576, 0.183784, 0.000000, 2.765765, 4.675353, 0.000000, 0.000000, 0.457880, 0.223951, 0.000000, 0.000000, 1.912841, 1.405278, 0.043830, 0.808073, 0.918648, 0.000000, 0.099988, 0.000000, 0.000000, 3.465405, 1.092114, 0.195875,19.149671, 0.219421, 0.179922, 0.731976, 1.007346, 1.364195, 0.000000, 0.102458, 0.000000
SRR5023475,0,0.051911,0.213329,0.459059,1.714421,0.000000,0.157018,1.138827,1.506015,0.000000,3.292210,0.218684,0.059418,0.198591,0.068972,0.547213,1.175756,0.133968,3.224270,6.165945,3.518400,3.704907,0.321696,0.336160,0.000000,1.477622,1.178037,0.590355,0.119179,0.995259,0.204329,0.000000,0.000000,2.331420,0.839232,0.000000,0.271523,1.268444,0.055988,0.518434,0.035060,0.036339,0.335767,0.000000,2.022540,0.000000,0.957122,0.200415,0.474283,1.635911,2.248160,0.000000,0.736965,0.100050
SRR5023476,0, 0.663835,10.064138, 0.344066, 1.839944, 0.000000, 0.092528, 0.704775, 0.806089, 0.000000, 1.068150, 0.563333, 0.031385, 0.000000, 0.000000, 0.392212, 0.000000, 7.351407, 0.152244, 0.229924, 4.768764, 0.000000, 0.000000, 0.161477, 0.068781, 1.168399, 0.595357, 0.097385, 0.061033, 0.039404, 0.000000, 0.117138, 0.534772, 0.463805, 0.000000, 0.095891, 0.917442, 1.067699, 0.065996, 2.221495, 0.072934, 0.000000, 3.531986, 0.433406, 0.000000, 0.077674, 0.362132, 0.785096, 0.000000, 1.315847, 0.000000, 0.000000, 0.000000,17.559255
SRR5023477,0, 0.735878,17.088121, 0.887631, 2.136739, 2.387878, 2.285220, 4.126861, 2.171681, 9.870104, 4.628342, 4.178825, 3.074510, 0.887839, 0.085592, 4.501184, 0.439561, 1.176325, 4.043050, 1.406716,22.229419, 1.090590, 2.147324, 0.100009, 0.573131, 2.897784,24.283603, 0.233926, 0.393559, 0.153229, 2.103363, 0.167670, 4.843398, 2.654329, 2.189580, 2.603980, 0.204438, 1.688291, 1.272487, 8.734286, 1.998717, 0.176000, 7.472460, 2.728998, 4.880281,11.738958, 1.852380, 1.910760, 0.799085, 1.365359, 0.876167, 2.154959, 1.229142, 0.504990
SRR5023478,0, 0.000000,10.612381, 0.000000, 1.394546, 0.230469, 0.419144, 1.085877, 1.158403, 0.000000, 4.816730, 1.315671, 0.000000, 0.000000, 0.000000, 0.164158, 0.000000, 0.000000, 2.800604, 0.118454, 5.797631, 0.265698, 0.446019, 0.000000, 0.058497, 2.742643, 5.565139, 0.169554, 0.000000, 0.037082, 0.000000, 0.000000, 0.299819, 0.704572, 4.778035, 0.030397, 0.834971, 0.028151, 1.149271, 1.561977, 0.278142, 0.030800, 0.552472, 0.000000, 3.219227, 2.014506, 0.111804, 0.088624, 5.365832, 0.919461, 0.761215, 6.386398, 0.781307, 1.181184
SRR5023479,0,0.000000,0.341816,1.283060,1.078118,1.977197,1.742167,1.923470,1.304307,3.293194,3.740145,0.607723,4.696601,0.000000,0.313377,3.826488,0.571810,0.000000,2.399582,2.788501,6.883719,0.086296,0.960775,0.337235,0.000000,0.476926,5.685283,0.085984,2.750259,0.000000,1.879709,0.024609,1.429555,0.969210,0.534847,0.314571,0.073240,0.480798,0.656269,3.904341,2.019214,0.799011,7.132298,0.000000,1.243301,1.595693,0.184627,0.472741,0.380647,3.067098,0.194570,1.337240,0.426942,0.465371
SRR5023480,0, 0.222767, 6.183162, 2.880609, 2.231666, 0.330246, 0.892530, 1.786088, 1.863612, 1.672989, 3.254967, 1.902108, 0.000000, 0.000000, 0.090653, 1.124532, 1.142720, 5.180784, 0.065341, 5.392816, 4.388194, 0.058810, 0.328297, 1.235288, 2.005379, 0.465308,44.311186, 0.236247, 0.523845, 0.232707, 0.000000, 0.000000, 1.743315, 0.000000, 7.483224, 0.175541, 0.000000, 1.277233, 1.119439, 1.789963, 1.438458, 0.000000, 6.743708, 0.605628, 0.887887, 0.237231, 0.717105, 1.689374, 1.927911, 0.115345, 1.108398, 0.000000, 0.000000, 0.000000
SRR5023481,0, 0.261830, 7.937749, 0.101164, 0.763330, 0.835544, 1.705260, 1.930479, 2.793503, 1.842466, 0.883301, 0.888337,26.671526, 0.234834, 0.547616, 3.666405, 0.351777, 1.755610, 2.808388, 6.162950,10.707534, 1.057543, 0.931608, 1.218004, 0.069966, 0.508865, 0.000000, 0.606118, 0.000000, 0.000000, 0.183186, 0.027950, 2.351494, 0.890166, 1.132705, 0.924946, 0.082357, 1.264686, 1.353507, 3.638384, 0.000000, 0.036249, 1.682466, 0.124614, 1.602794, 8.623981, 0.348337, 0.510066, 0.106410, 0.075792, 1.582208, 0.000000, 0.000000, 0.085157
SRR5023482,0, 0.060171,10.299550, 0.707165, 1.128701, 1.639403, 1.236084, 1.226532, 1.657951, 0.203294, 1.600473, 0.000000, 0.187677, 0.068721, 0.000000, 3.080564, 2.164824, 1.049594, 2.154278, 0.438987, 9.038024, 5.343349, 1.969873, 0.425932, 0.075581, 0.585901, 2.067062, 0.676452, 0.232982, 0.040492, 0.000000, 0.280776, 0.000000, 0.435847, 1.964142, 1.071871, 0.092457, 0.758423, 1.719028, 4.765385, 0.700171, 0.000000, 0.743018, 1.334722, 0.740267, 2.435440, 0.000000, 0.352402, 0.270474, 0.953753, 2.097660, 0.717466, 0.000000, 2.101671
SRR5023483,0, 0.238491, 3.162881, 0.206359, 0.187429, 0.000000, 0.096847, 0.863882, 1.370853, 0.000000, 3.205254, 0.205442,68.093067, 0.000000, 0.000000, 0.304271, 0.430519, 0.000000, 1.208540, 4.313016, 3.508368, 0.757459, 0.803191, 0.086657, 0.073451, 0.261336,41.175668, 0.352020, 2.877586, 0.000000, 0.000000, 0.057547, 0.000000, 0.683386, 0.000000, 1.130213, 8.477189, 0.215315, 0.046108, 1.549069, 0.037036, 0.039940, 0.332982, 0.636651, 0.185865, 0.479044, 1.288462, 0.294718, 0.692821, 0.092307, 0.595980, 7.284492, 0.000000, 1.139771
SRR5023484,0, 6.522379, 5.170221, 1.115375, 1.991230, 0.268932, 0.766786, 1.386356, 1.289143, 4.218844, 3.402601, 0.761716, 0.303042, 0.035470, 0.074294, 2.554253, 0.112454, 0.072364, 2.112611, 2.119088, 6.287973, 2.946395, 1.609322, 0.899615, 0.424908, 1.458424, 4.625084, 0.811395, 0.267827, 0.090259, 0.403941, 0.147527,13.416246, 0.816409, 1.839609, 0.192871, 0.094148, 1.479179, 0.574566, 3.568902, 1.920302,13.090458, 2.609523, 1.059419, 1.195756, 4.526296, 1.922301, 0.224805, 1.108818, 2.869649, 0.000000, 0.850693, 0.729157, 1.456133
SRR5023485,0, 0.248591,10.205574, 9.949984, 1.810479, 0.193292, 8.376215, 3.273209, 6.398957, 9.997200, 5.050441, 2.136259, 1.044818, 0.091252, 0.302206, 0.179822,17.502224, 0.092958, 3.370903, 0.000000,13.371983, 0.665152, 1.105250, 0.000000, 0.000000, 2.136071,28.785791, 1.115645, 0.000000, 0.159669, 0.616588, 0.037565, 0.304606, 2.625233, 2.852523, 0.401184, 0.185924, 1.445330, 1.410956, 6.609242, 0.050414, 0.000000, 2.874199, 0.347976, 0.463572, 1.608635, 1.957426, 0.762378, 0.000000, 0.471856, 3.389154, 0.186108, 3.228028, 0.353713
SRR5023487,0,0.000000,0.000000,0.434684,1.716418,0.564054,1.633026,0.948683,4.604631,5.397342,1.405993,0.562440,0.186800,0.030016,0.121324,0.741674,2.805959,0.061050,0.333237,0.525674,4.961425,0.127370,0.084841,0.000000,0.000000,0.150752,6.087791,0.089134,1.372770,1.111877,0.000000,0.023787,0.000000,3.880463,4.971415,0.387073,0.420568,0.198384,0.000000,3.166250,0.000000,0.065059,4.175215,2.463771,4.734635,2.097758,0.350277,0.022809,0.000000,3.912533,1.406046,0.324065,0.000000,0.000000
SRR5023488,0, 0.115714, 1.591239, 0.115153, 3.332281, 0.095325, 1.194634, 0.652835, 4.719470, 0.767834, 1.434309, 0.412268, 1.539382, 0.176878, 0.147280, 0.881700, 0.000000, 0.000000, 2.365839, 1.092507, 5.798501, 0.051873, 0.159314, 0.260917, 0.751514, 3.744552,26.062799, 0.104157, 0.523676, 1.125173, 0.210798, 0.120584, 0.325523, 0.737501, 1.203178, 0.000000, 0.000000, 0.620864, 0.047614, 3.436723, 0.038816, 0.038195, 2.434947, 1.566628, 5.429540, 0.379852, 0.992704, 0.369990, 3.580233, 0.332416, 0.606926, 0.195140, 0.093263, 0.000000
SRR5023489,0, 3.186682, 9.080516, 1.333730, 1.720375, 0.318074, 0.470976, 0.890058, 2.633457, 0.112827, 1.457914, 0.000000, 9.693702, 0.000000, 0.431838, 0.339372, 0.082253,11.302176, 1.739545, 0.116050, 5.182644, 0.000000, 0.228537, 0.163896, 0.000000, 0.410842, 2.823460, 0.478737, 0.381257, 0.000000, 0.000000, 0.000000, 0.526925, 0.608039, 2.592259, 0.000000, 0.000000, 1.365348, 0.000000, 2.967966, 0.150309, 0.256531, 0.466608, 0.675511, 2.285823, 5.718093, 1.019240, 0.067529, 7.183218, 2.167565, 0.062475, 0.039161, 0.229678, 0.000000
SRR5023490,0,0.348752,0.320340,0.179057,0.461327,0.074589,0.000000,1.521240,1.564414,0.000000,1.667501,0.000000,0.000000,0.000000,0.000000,0.426379,0.000000,1.491556,2.331000,0.061431,1.144830,1.192543,0.740537,2.707052,1.960321,0.151615,6.575666,0.244091,0.611723,0.098707,0.164256,0.000000,0.000000,0.099957,0.127043,0.000000,0.000000,0.541644,0.000000,1.546967,0.000000,0.000000,5.842562,0.000000,0.438175,0.121896,0.000000,0.520678,0.085858,0.000000,0.110099,0.045918,0.000000,0.000000
SRR5023491,0, 0.000000,10.657404, 1.285722, 0.285233, 0.964074, 5.998078, 1.341188, 9.292615, 6.246551, 3.520242, 0.000000, 0.261411, 0.040164, 0.449229, 3.685269, 0.221247, 0.000000,12.712961, 0.072417,11.303751, 0.075772, 0.364531, 0.168959, 0.000485, 1.798401, 1.124888, 0.204619, 3.562529, 0.634043, 2.768023, 0.029725, 0.000000, 3.030685, 3.302463, 0.199589, 0.091804, 1.898131, 2.422427, 4.571580, 3.072354,23.209222, 0.138927, 0.089518, 4.874512, 2.854606, 0.122940, 0.142248, 6.062785, 0.222375, 2.493997, 0.093796, 0.000000, 0.822179
SRR5023492,0, 0.076503, 0.373227, 1.235120, 0.936119, 1.094423, 0.529564, 0.516223, 0.889919, 0.278743, 2.982626, 1.262982,41.513707, 0.029246, 0.000000, 2.874115, 2.214546, 0.591471, 0.672687, 0.231857, 4.060461, 0.381368, 1.181913, 0.440184, 0.692107, 0.391543, 7.450461, 0.337080, 2.126291, 0.035315, 0.172283, 0.024872, 1.145309, 0.751463, 1.905858, 0.469952, 0.077590, 0.137216, 0.066984, 4.377382, 1.256993, 0.000000, 2.855434, 0.206570, 0.295178, 1.968600, 0.297588, 0.261753, 0.703349, 3.574122, 2.046840, 0.000000, 0.070998, 0.723105
SRR5023493,0, 0.432889, 6.622390, 5.972547, 1.586628, 0.268238, 1.364690, 2.176427, 2.233844, 1.937631, 9.168491, 1.713042, 2.712200, 0.586344, 0.364252, 1.703418, 0.396007, 3.607025, 0.376367, 0.756303, 2.397954, 0.111602, 1.634990, 0.418731, 0.079473, 0.757453,20.857876, 0.050255, 0.000000, 1.043260, 1.567276, 0.256333, 4.059646, 3.099333, 3.200239, 0.648710, 0.196501, 0.506618, 0.158655, 4.799868, 3.136412, 0.110807, 2.153398, 0.359741, 1.684666, 2.495540, 3.156295, 0.425252, 0.145744, 0.078031, 1.326334, 0.050204, 0.000000, 0.000000
SRR5023494,0, 0.000000, 3.624250, 0.226434, 2.563780, 0.171773, 1.715543, 2.000289, 1.370169, 4.213788, 1.444562, 0.236551, 5.120633, 0.446754, 0.000000, 1.025106, 3.769962, 9.886760, 0.098451, 0.185488, 7.174191, 1.869633, 1.159349, 0.081280, 0.068716, 3.346685, 7.087760, 0.383286, 1.789010, 0.046899, 1.051612, 0.054261, 0.177176, 2.716154,10.673143, 0.030874, 0.249826, 0.098541, 0.144579, 5.492926, 1.107960,25.214891, 3.845183, 0.494388, 3.762488, 1.472446, 0.689578, 0.250281, 0.884229, 1.087267, 0.525382, 2.132824, 0.169693, 0.303903
SRR5023495,0,0.000000,2.219831,1.287741,0.785778,0.187219,0.508739,0.664589,1.200328,2.848069,3.245401,1.095035,1.694866,0.209288,0.314072,2.050091,0.098159,0.000000,4.719300,2.188782,7.082576,0.000000,0.455194,0.000000,0.136985,0.343685,1.207561,0.284641,2.865598,0.000000,0.187602,0.000000,0.000000,1.009953,2.030853,0.000000,0.177807,0.542897,0.588695,1.994359,0.182077,0.035363,0.128596,0.191422,0.759754,1.193855,0.281030,0.125033,0.734622,0.492007,0.000000,2.537371,0.594627,3.325687
SRR5023496,0,0.362156,0.224355,0.224261,0.071177,0.584636,0.000000,0.111589,0.831465,1.791474,1.129121,0.351623,1.275149,0.000000,0.210495,1.268472,0.000000,0.000000,0.691508,5.854228,1.235444,0.662590,0.242391,0.000000,0.000000,0.831594,0.000000,0.150637,0.382073,0.000000,0.213283,0.000000,2.450113,0.449206,1.220579,0.850874,0.337941,1.288824,0.000000,1.070453,0.039413,0.038880,1.619776,0.423841,0.413664,0.438985,0.343832,0.185210,0.986144,0.101795,3.275754,0.000000,0.000000,0.000000
SRR5023497,0,0.044488,0.185315,0.266084,0.388296,0.000000,0.349777,0.305364,1.160016,4.281733,1.172236,0.147434,0.000000,0.327211,0.000000,2.196004,0.000000,0.000000,0.668413,0.271644,3.197473,0.000000,2.063325,0.000000,0.000000,0.168815,3.595913,0.000000,0.000000,1.010124,0.114581,0.023743,0.000000,0.177330,0.085027,0.000000,0.000000,0.260459,0.000000,4.363173,0.036794,8.864682,2.733904,0.067285,0.144347,9.125416,0.302317,0.173397,0.096639,0.336365,0.000000,0.000000,0.160556,0.000000
SRR5023498,0, 0.381213, 9.337107, 2.161522, 2.258059, 0.672020, 0.793732, 1.524827, 3.531996, 2.958152, 2.772647, 0.618545, 4.110206, 1.097577, 0.985791, 6.054517, 0.270669,11.039563, 4.147705, 1.595364, 4.971318, 0.702079, 1.109303, 0.079187, 0.000000, 2.412265,12.912231, 0.269799, 0.794192, 0.811419, 1.535413, 0.000000, 0.000000, 1.034932, 4.101352, 0.147863, 0.920631, 2.010056, 0.564596, 2.283757, 0.925401,25.817609, 5.897619, 0.479660, 2.648282, 0.000000, 0.715365, 0.436714, 8.601741, 3.908258, 3.096899, 0.000000, 1.213621, 0.000000
SRR5023499,0, 0.233549, 0.441019, 3.264589, 1.930369, 0.000000, 1.033854, 1.642285, 9.862257, 1.946767, 1.239535, 0.202064, 1.343471, 0.000000, 0.383633, 2.154200, 0.207515, 0.000000, 2.881874, 3.891418, 9.360420, 0.000000, 0.050317, 0.000000, 0.151064, 1.279215,13.485624, 0.382164, 1.104839, 0.172249, 0.000000, 0.032280,25.204227, 1.261352, 7.956661, 0.441141, 0.000000, 2.804564, 2.035890, 2.732766, 1.841715, 0.000000, 1.747613, 0.411882, 1.214606, 0.237014, 0.974721, 0.027902, 0.224472, 0.094778, 0.451478, 2.478732, 1.192737, 0.622550
SRR5023500,0, 0.059435, 2.538779, 0.316941, 0.551667, 0.565726, 0.000000, 0.662670, 1.696829, 1.140440, 4.534921, 0.195793,11.076176, 0.102703, 0.071735, 2.838892, 0.000000, 0.151354, 3.354144, 0.226814, 4.171707, 0.510240, 0.572540, 0.630674, 0.147625, 1.581397,78.252415, 1.611799, 0.000000, 0.039642, 0.717632, 0.028354, 0.000000, 3.646147, 0.219760, 0.277747, 1.673106, 0.122467, 2.376984, 2.329572, 0.705983, 0.000000, 1.534947, 0.095099, 0.000000, 3.243185, 0.000000, 1.130428, 0.000000, 0.708773, 0.316582, 0.000000, 0.484887, 0.185548
SRR5023501,0, 0.275754, 0.000000, 0.524663, 0.823975, 0.218550, 0.830230, 1.380903, 2.632322, 1.418241, 3.969438, 0.874974, 3.197890, 4.883959, 0.854921, 1.517546, 0.091050, 0.000000, 0.096828, 2.189080, 3.910488, 0.783857, 0.525899, 1.714031, 3.024080, 0.710263,11.863822, 0.047317, 0.391863, 0.000000, 0.000000, 0.052961, 0.084230, 0.442114, 0.149753, 0.064071, 0.086491, 1.225673, 0.027910, 4.019297, 0.826061, 0.000000, 4.896913, 1.260345, 1.896356, 1.816705, 1.204103, 0.000000, 6.451757, 0.078457, 0.597056, 0.531476, 1.643253, 0.592530
SRR5023502,0, 0.590094, 9.323485, 1.404735, 0.239694, 0.160715, 0.576435, 1.645963, 0.838260, 2.401514, 1.252670, 1.839618, 1.106250, 0.058002, 0.333248, 0.681325, 4.078726, 4.344579, 1.946173, 3.511597, 4.315189, 0.335690, 0.236101,12.549743, 0.000000, 0.533707,13.556544, 0.087767, 0.000000, 0.068367,14.703281, 0.000000, 0.000000, 2.703340, 0.000000, 0.000000, 0.000000, 0.136630, 0.031704, 1.490252, 0.061434, 0.000000, 8.420559, 1.579379, 3.568892, 0.000000, 0.142106, 0.183618, 0.872149, 0.237061, 0.577481, 0.070261, 0.000000, 0.000000
SRR5023503,0, 0.000000, 0.256215, 1.065333, 1.198200, 0.378172, 1.846196, 1.672664, 2.980352, 5.349421, 3.265487, 0.946755, 1.326606, 0.125040, 0.079462, 0.537106, 0.391031, 3.906117, 2.946229, 1.095279, 5.922471, 1.060439, 0.108386, 0.775161, 0.000000, 0.694131, 8.103216, 0.416393, 0.142085, 0.255217, 4.025316, 0.030786,15.965664, 0.507877, 2.535608, 0.789909, 0.290095, 0.153523, 1.175240, 1.079954, 0.046871,44.609092, 1.078990, 0.469848, 6.074135, 0.342375, 2.425255, 0.129563, 2.953149, 0.420095, 0.139694, 5.602458, 0.103242, 0.241896
SRR5023504,0, 0.251419, 3.060828, 0.736411, 0.337454, 0.000000, 0.000000, 1.501315, 5.766460, 0.000000, 4.965481, 1.977645, 1.643036, 0.000000, 0.109232, 3.876061, 0.702763, 0.266466, 4.175855, 0.058398, 3.798793, 0.081840, 0.451915, 0.475218, 0.000000, 2.055995,45.082157, 0.336883, 0.047444, 1.498015, 0.324895, 0.021740, 0.000000, 2.737091, 0.118177, 0.000000, 0.000000, 3.700582, 0.000000, 3.838355, 0.047768, 0.057332, 1.479897, 0.258141, 3.814911, 0.317625, 1.027351, 0.325863, 1.610919, 0.361369, 1.084557, 1.051251, 0.459367, 0.587709
SRR5023505,0, 0.116375, 4.003586, 0.530359, 0.662520, 0.087980, 0.861854, 1.115205, 3.541321, 1.008158, 1.574977, 1.123739, 1.287473, 0.563429, 0.149011, 6.817981, 0.112815, 0.000000, 4.931194, 1.970508,10.173952, 0.069416, 0.762758, 1.033697, 0.069959, 1.759667,11.761549, 0.050652, 0.157424, 0.129652, 0.499760, 0.235124, 0.090146, 0.828131, 5.475512, 0.963502, 0.107346, 0.838889, 0.036584, 3.757525, 1.374639, 0.040541, 3.007110, 3.916066, 1.780586, 0.981873, 0.696468, 2.499206, 9.311524, 2.612047, 0.740564, 1.024245, 0.094136, 0.000000
SRR5023506,0,0.000000,1.113792,1.007527,0.842878,0.663245,0.889022,3.819959,3.249617,0.777870,1.660827,2.047308,1.304692,0.034933,0.443865,4.450440,0.209808,0.000000,1.081323,0.507451,5.072695,2.497690,0.048834,2.062685,0.149913,1.095634,6.276135,0.208222,1.247974,0.041696,0.462963,0.115731,0.000000,1.375225,0.217191,1.085938,0.218057,2.616048,0.416220,5.928125,0.773481,0.000000,0.710968,0.105378,4.266918,6.726379,0.274520,0.509282,0.000000,0.525551,0.000000,2.046537,0.000000,0.913041
SRR5023507,0, 0.647714, 0.605587, 3.202896, 4.119531, 1.572947, 4.126254, 0.938424, 7.938784, 2.364865, 3.617915, 0.727232, 0.071156, 0.223599, 0.083247, 1.588036, 0.064524, 0.162234,10.153321,11.027115, 1.271352, 2.525875, 0.321487, 7.311745, 0.164328, 0.699743, 4.138595,22.282841, 0.215322, 0.000000, 0.941032, 0.032682, 0.000000, 1.945721, 4.786371, 2.204541, 0.000000, 0.155866, 2.285291, 7.946365, 0.140767, 0.000000, 3.253576, 0.227558, 3.264022, 1.781048, 2.515245, 7.928317, 9.188056, 0.202750, 3.771347, 0.000000, 0.304281, 0.121027
SRR5023508,0, 0.446693, 0.252911, 1.331600, 1.721911, 0.000000, 4.427798, 1.753567, 6.419090, 1.480417, 2.339518, 1.320462, 0.036481, 0.000000, 0.000000, 2.754612, 6.823385, 8.175847,40.755505, 0.000000, 8.820218, 0.694025, 0.753834, 0.000000, 0.176975, 2.799892,10.666917, 0.115024, 1.464612, 0.047130, 0.225363, 0.296137, 1.456740, 0.149303, 8.604320, 0.000000, 4.572657, 3.106989, 1.048667, 3.976491, 3.083415, 0.000000, 3.858699, 0.276854, 0.835461, 3.990472, 0.118601, 1.434939, 3.169178, 0.633036, 2.624775, 0.000000, 0.150308, 0.000000
SRR5023509,0,0.000000,7.004198,0.231121,0.063305,2.495001,0.635140,0.288587,0.963093,0.376176,1.490206,0.377786,0.028521,0.031805,0.065338,0.388504,0.091283,1.939705,2.297378,0.331097,0.201788,0.107272,0.089499,2.851474,6.328403,2.016894,0.000000,0.092363,5.135628,0.074446,0.447001,0.000000,0.000000,0.218134,0.048638,2.104824,0.000000,0.127686,0.000000,1.919389,0.083127,0.000000,2.396164,0.391608,0.346156,0.653663,0.000000,0.000000,1.913158,0.069137,0.268770,0.041297,0.000000,0.096867
SRR5023510,0, 0.054222, 0.315795, 0.000000, 0.151863, 0.249128, 5.907167, 0.514783, 0.125918, 0.000000, 0.443737, 2.302562, 0.317986, 0.186960, 0.158608, 0.337092, 1.133155, 1.280900, 0.036776, 0.141557, 2.999739, 9.397419, 0.000000, 0.062564, 0.000000, 0.000000,46.336883, 0.319215, 0.000000, 0.172480, 0.000000, 0.021097, 0.000000, 1.245672, 0.111624, 0.023363, 1.280352, 0.992996, 0.125655, 1.128926, 0.000000, 0.000000, 0.809073, 0.000000, 0.999640, 0.091265, 0.000000, 2.118956, 8.292627, 0.279194, 0.000000, 0.031719, 1.670049, 0.000000
SRR5023511,0, 1.554302,16.560386, 0.358980, 1.440385, 1.294240, 2.027667, 1.754908, 4.626233, 1.571810, 2.661375, 1.250097,14.020450, 0.045519, 0.372132, 5.846519, 0.220284, 0.000000, 3.465094, 1.883342, 7.773356, 0.447934, 0.568524, 0.199411, 0.102866, 1.116093, 3.583113, 0.349746, 2.625533, 0.034011, 0.367269, 0.018921,13.859007, 1.161330, 1.521607, 0.551353, 0.055778, 1.101372, 1.068737, 3.975952, 1.593803, 0.888206, 1.821767, 0.253294, 1.063771, 0.931072, 2.565677, 2.514623, 1.989076, 2.537023, 0.524182, 1.085762, 0.482826, 2.539490
SRR5023512,0, 0.212248,21.502171, 0.296851, 4.316260, 1.623053, 1.635054, 2.971499, 2.160684, 1.990251, 2.404809, 8.451150, 5.620054, 0.000000, 0.264032, 4.101342, 0.068573, 6.221920, 5.455133, 0.781272,14.210928, 0.826831, 2.443822, 0.605304, 0.246199, 4.340205,22.313874, 1.870156, 1.340747, 0.094481, 1.261656, 0.638854, 0.000000, 3.624069, 9.437021, 2.998385, 0.112047, 3.298273, 0.422371,10.498800, 9.478483, 0.091958, 7.936490,10.342144, 0.000000, 1.049553,25.012910, 0.298455, 6.578645, 6.741557, 2.644356, 6.068384, 0.384195, 2.657951
SRR5023514,0,0.137588,0.385116,0.234712,1.558025,0.074352,0.806005,0.108289,1.645599,0.158435,1.023322,0.000000,0.953377,0.149795,0.071307,1.421392,3.234616,6.892105,0.045262,4.232295,0.243595,0.043300,0.528742,0.063699,0.175714,0.636257,3.604657,0.123842,0.000000,0.957798,0.000000,0.491359,0.000000,0.000000,0.337598,0.000000,4.441637,0.798804,0.982163,0.402888,0.044713,0.000000,2.420599,0.000000,1.275345,0.090067,0.947447,4.580044,0.090295,0.000000,0.217198,2.572853,0.000000,0.088023
SRR5023515,0, 0.067592, 3.497726, 0.235909, 1.118289, 1.970777, 0.634638, 0.564999, 1.079673, 7.574576, 3.958567, 2.570524, 0.399020, 0.000000, 0.083126, 0.609283, 0.116500, 1.778628, 0.171321, 0.600084, 3.423814, 0.058860, 0.056637, 0.000000, 0.083564, 1.660494, 8.881474, 0.654514, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 9.193244, 1.813875, 0.000000, 0.106073, 0.039600, 0.379504, 2.433254, 0.043412,22.208739, 0.564140, 1.745238, 0.000000, 0.178441, 1.011839, 0.031120, 0.626122, 0.337886, 0.170730, 0.546015, 0.000000, 0.000000
SRR5023516,0,0.183180,2.593324,1.752556,1.303591,0.422001,0.000000,2.857040,2.987593,1.842258,0.510853,0.299293,4.995860,0.000000,0.076158,0.987354,0.058892,7.012530,2.359231,0.365685,5.053320,0.743017,0.298166,3.655703,1.830581,0.531374,0.000000,0.535248,4.738208,0.000000,0.000000,0.029441,0.000000,1.079417,2.675300,1.191638,0.000000,1.265595,0.048568,4.591791,0.039917,0.039581,4.056295,0.520413,0.406731,0.722911,0.344255,0.755624,0.521795,2.431954,0.151078,2.112572,2.008202,0.254597
